,Player,Stats,Output
50,eGvPEDBoS4umb-gR57xpwA,USG%: 23.8; MPG: 10.2; PPG: 3.8; TS%: 44.5; TS% percentile: 43.0; 3PR: 7.6; 2PR: 92.4; 3P%: 60.0; 3P% percentile: 98.0; DRB%: 12.9; DRB% percentile: 59.0; ORB%: 7.0; ORB% percentile: 72.0; AST%: 2.9; AST% percentile: 10.0; TO%: 15.8; TO% percentile: 71.0; STL/G: 0.4; BLK/G: 0.7; STL% percentile: 60.0; BLK% percentile: 97.0; STL%: 2.3; FT%: 73.3; FTRate: 11.5; FTRate percentile: 18.0,"""<ul>\n <li>High usage center (23.8%) who plays extremely low minutes (10.2 mpg) scoring 3.8 PPG on below average 44.5% TS% (43rd percentile) </li>\n \n <li>More likely to shoot from the inside (92.4% 2P-R) where she shoots a weak 38.8% 2P </li>\n \n <li>Average rebounding center, performing better on the defensive glass with a DRB% 12.9% (59th percentile) compared to ORB% (7.0% 72nd percentile) </li>\n \n <li>Weak facilitator who assists on 2.9% of the team's field goals while on the court (10th percentile) and turns the ball over on 15.8% of their possessions (71st percentile) </li>\n \n <li>Strong defensively, averaging 0.7 BLK/G </li>\n \n <li>Average defender who blocks 7.2% of opponent shots (97th percentile) </li>\n \n <li>Average free throw shooter at 73.3% who gets to the line at 11.5% FT-R (18th percentile) </li>\n</ul>"""
51,dfUH0xK6T1-0LJ8-41csug,USG%: 26.3; MPG: 23.6; PPG: 12.4; TS%: 56.1; TS% percentile: 89.0; 3PR: 22.3; 2PR: 77.7; 3P%: 34.3; 3P% percentile: 81.0; DRB%: 9.8; DRB% percentile: 37.0; ORB%: 3.2; ORB% percentile: 36.0; AST%: 16.9; AST% percentile: 80.0; TO%: 15.3; TO% percentile: 74.0; STL/G: 1.7; BLK/G: 0.3; STL% percentile: 91.0; BLK% percentile: 71.0; STL%: 3.9; FT%: 66.7; FTRate: 19.1; FTRate percentile: 33.0,"""<ul>\n <li>Extremely strong usage guard (26.3%) who plays average minutes (23.6 mpg) scoring 12.4 PPG on high 56.1% TS% (89th percentile)</li>\n \n <li>More likely to shoot from the inside (77.7% 2P-R) where she shoots a strong 55.7% 2P%</li>\n \n <li>Average rebounding guard, performing better on the defensive glass with a DRB% 9.8% (37th percentile) compared to ORB% (3.2% 36th percentile)</li>\n \n <li>Average facilitator who assists on 16.9% of the team's field goals while on the court (84th percentile) and turns the ball over on 15.3% of their possessions (74th percentile)</li>\n \n <li>High defensively, averaging 1.7 STL/G</li>\n \n <li>Strong defender who records steals on 3.9% of opponent possessions while on the court (91st percentile)</li>\n \n <li>Weak free throw shooter at 66.7% who gets to the line below average at 19.1% FT-R (33rd percentile)</li>\n</ul>"""
52,MtCRdwUSQIW6qp1VRkkeOA,USG%: 19.9; MPG: 26.9; PPG: 9.4; TS%: 49.5; TS% percentile: 64.0; 3PR: 12.0; 2PR: 88.0; 3P%: 24.2; 3P% percentile: 49.0; DRB%: 9.1; DRB% percentile: 32.0; ORB%: 4.2; ORB% percentile: 48.0; AST%: 15.3; AST% percentile: 74.0; TO%: 16.1; TO% percentile: 70.0; STL/G: 2.4; BLK/G: 0.5; STL% percentile: 95.0; BLK% percentile: 78.0; STL%: 4.7; FT%: 69.9; FTRate: 30.3; FTRate percentile: 57.0,"""<ul>\n <li>Average usage guard (19.9%) who plays high minutes (26.9 mpg) scoring 9.4 PPG on below average 49.5% TS% (64th percentile)</li>\n \n <li>More likely to shoot from the inside (88.0% 2P-R) where she shoots an average 47.3% 2P%</li>\n \n <li>Average rebounding guard, performing better on the defensive glass with a DRB% 9.1% (32nd percentile) compared to ORB% (4.2% 48th percentile)</li>\n \n <li>Average facilitator who assists on 15.3% of the team's field goals while on the court (74th percentile) and turns the ball over on 16.1% of their possessions (70th percentile)</li>\n \n <li>Strong defensively, averaging 2.4 STL/G</li>\n \n <li>Strong defender who records steals on 4.7% of opponent possessions while on the court (95th percentile) and blocks 2.1% of opponent shots (78th percentile)</li>\n \n <li>Average free throw shooter at 69.9% who gets to the line fairly frequently at 30.3% FT-R (57th percentile)</li>\n</ul>"""
53,6hsVB2xERHqtNDqKCJ7NPQ,USG%: 19.4; MPG: 21.5; PPG: 7.4; TS%: 50.3; TS% percentile: 68.0; 3PR: 29.0; 2PR: 71.0; 3P%: 33.3; 3P% percentile: 75.0; DRB%: 13.4; DRB% percentile: 62.0; ORB%: 4.2; ORB% percentile: 47.0; AST%: 16.1; AST% percentile: 77.0; TO%: 16.5; TO% percentile: 68.0; STL/G: 2.3; BLK/G: 0.9; STL% percentile: 98.0; BLK% percentile: 94.0; STL%: 5.7; FT%: 72.2; FTRate: 24.9; FTRate percentile: 46.0,"""<ul>\n <li>Above average usage guard (19.4% USG) who plays average minutes (21.5 MPG) scoring 7.4 PPG on average 50.3% TS% (68th percentile)</li>\n \n <li>More likely to shoot from the inside (71.0% 2P-R) where she shoots a balanced 2P% 46.1%</li>\n \n <li>Above average rebounding guard, performing better on the defensive glass with a DRB% 13.4% (62nd percentile) compared to ORB% 4.2% (47th percentile)</li>\n \n <li>Strong facilitator who assists on 16.1% of the team's field goals while on the court (77th percentile) and turns the ball over on 16.5% of their possessions (68th percentile)</li>\n \n <li>High defensively, averaging 2.3 STL/G</li>\n \n <li>Strong defender who records steals on 5.7% of opponent possessions while on the court (98th percentile) and blocks 4.9% of opponent shots (94th percentile)</li>\n \n <li>Average free throw shooter at 72.2% who gets to the line decently at 24.9% FT-R (46th percentile)</li>\n</ul>"""
54,77oPJjKgTrqTbXRPzgxiFQ,USG%: 12.0; MPG: 6.7; PPG: 1.1; TS%: 47.6; TS% percentile: 56.0; 3PR: 17.9; 2PR: 82.1; 3P%: 20.0; 3P% percentile: 38.0; DRB%: 8.1; DRB% percentile: 24.0; ORB%: 6.2; ORB% percentile: 66.0; AST%: 14.6; AST% percentile: 71.0; TO%: 30.6; TO% percentile: 13.0; STL/G: 0.2; BLK/G: 0.0; STL% percentile: 35.0; BLK% percentile: 49.0; STL%: 1.6; FT%: 100.0; FTRate: 10.7; FTRate percentile: 17.0,"""<ul>\n <li>Extremely low usage guard (12.0%) who plays extremely low minutes (6.7 MPG) scoring 1.1 PPG on below average 47.6% TS% (13th percentile)</li>\n <li>More likely to shoot from the inside (82.1% 2P-R) where she shoots a below average 47.8% 2P%</li>\n <li>Average rebounding guard, performing better on the offensive glass with an ORB% 6.2% (66th percentile) compared to DRB% 8.1% (24th percentile)</li>\n <li>Average facilitator who assists on 14.6% of the team's field goals while on the court (71st percentile) and turns the ball over on 30.6% of their possessions (13th percentile)</li>\n <li>Weak defender who records steals on 1.6% of opponent possessions while on the court (35th percentile)</li>\n</ul>"""
55,s_udGqlYR1SRn0N_O38_rQ,USG%: 19.6; MPG: 30.0; PPG: 12.2; TS%: 56.2; TS% percentile: 89.0; 3PR: 43.3; 2PR: 56.7; 3P%: 39.1; 3P% percentile: 90.0; DRB%: 14.1; DRB% percentile: 66.0; ORB%: 4.5; ORB% percentile: 50.0; AST%: 9.4; AST% percentile: 41.0; TO%: 12.5; TO% percentile: 86.0; STL/G: 1.5; BLK/G: 0.2; STL% percentile: 73.0; BLK% percentile: 52.0; STL%: 2.7; FT%: 73.1; FTRate: 35.2; FTRate percentile: 68.0,"""<ul>\n <li>Above average usage guard (19.6%) who plays extremely strong minutes (30.0 MPG) scoring 12.2 PPG on high 56.2% TS% (89th percentile)</li>\n \n <li>More likely to shoot from the inside (56.7% 2P-R) where she shoots a balanced 48.3% 2P%</li>\n \n <li>Above average rebounding guard, performing better on the defensive glass with a DRB% 14.1% (66th percentile) compared to ORB% 4.5% (50th percentile)</li>\n \n <li>High facilitator who assists on 9.4% of the team's field goals while on the court (77th percentile) and turns the ball over on 12.5% of their possessions (86th percentile)</li>\n \n <li>High defensively, averaging 1.5 STL/G</li>\n \n <li>Above average free throw shooter at 73.1% who gets to the line frequently at 35.2% FT-R (68th percentile)</li>\n</ul>"""
56,n_GNvSDnSrKYnz4dhaCQYA,USG%: 13.7; MPG: 14.9; PPG: 3.2; TS%: 43.2; TS% percentile: 38.0; 3PR: 6.6; 2PR: 93.4; 3P%: 14.3; 3P% percentile: 32.0; DRB%: 12.8; DRB% percentile: 59.0; ORB%: 7.6; ORB% percentile: 75.0; AST%: 4.3; AST% percentile: 13.0; TO%: 15.5; TO% percentile: 74.0; STL/G: 0.7; BLK/G: 0.1; STL% percentile: 66.0; BLK% percentile: 49.0; STL%: 2.5; FT%: 76.7; FTRate: 28.3; FTRate percentile: 54.0,"""<ul>\n <li>Extremely low usage guard/forward (13.7%) who plays below average minutes (14.9 MPG) scoring 3.2 PPG on low 43.2% TS% (38th percentile)</li>\n \n <li>More likely to shoot from the inside (93.4% 2P-R) where she shoots a poor 39.4% 2P%</li>\n \n <li>Above average rebounding guard/forward, performing better on the offensive glass with a ORB% 7.6% (75th percentile) compared to DRB% 12.8% (59th percentile)</li>\n \n <li>Weak facilitator who assists on 4.3% of the team's field goals while on the court (13th percentile) and turns the ball over on 15.5% of her possessions (74th percentile)</li>\n \n <li>Average defensively, averaging 0.7 STL/G</li>\n \n <li>Strong defender who records steals on 2.5% of opponent possessions while on the court (66th percentile)</li>\n \n <li>Average free throw shooter at 76.7% who gets to the line moderately at 28.3% FT-R (54th percentile)</li>\n</ul>"""
57,2iWuLh2_TMSZAkYdqzJMTQ,USG%: 16.1; MPG: 31.4; PPG: 9.2; TS%: 56.0; TS% percentile: 89.0; 3PR: 40.3; 2PR: 59.7; 3P%: 36.8; 3P% percentile: 87.0; DRB%: 9.4; DRB% percentile: 34.0; ORB%: 1.8; ORB% percentile: 19.0; AST%: 23.6; AST% percentile: 94.0; TO%: 22.5; TO% percentile: 35.0; STL/G: 3.0; BLK/G: 0.1; STL% percentile: 96.0; BLK% percentile: 31.0; STL%: 5.0; FT%: 85.4; FTRate: 17.4; FTRate percentile: 28.0,"""<ul>\n <li>Average usage guard (16.1% USG) who plays extremely strong minutes (31.4 MPG) scoring 9.2 PPG on high 56.0% TS% (89th percentile)</li>\n \n <li>More likely to shoot from the inside (59.7% 2P-R) where she shoots a strong 51.8% 2P%.</li>\n \n <li>High rebounding guard, performing better on the defensive glass with a DRB% 9.4% (34th percentile) compared to ORB% (19th percentile)</li>\n \n <li>Elite facilitator who assists on 23.6% of the team's field goals while on the court (94th percentile) and turns the ball over on 22.5% of their possessions (35th percentile)</li>\n \n <li>Elite defensively, averaging 3.0 STL/G</li>\n \n <li>Elite defender who records steals on 5.0% of opponent possessions while on the court (96th percentile)</li>\n \n <li>Strong free throw shooter at 85.4% who gets to the line infrequently at 17.4% FT-R (28th percentile)</li>\n</ul>"""
58,EkEk_rh0QLGKR0WebnhW0Q,USG%: 26.0; MPG: 31.1; PPG: 17.0; TS%: 57.7; TS% percentile: 91.0; 3PR: 57.2; 2PR: 42.8; 3P%: 39.9; 3P% percentile: 91.0; DRB%: 14.1; DRB% percentile: 66.0; ORB%: 1.9; ORB% percentile: 21.0; AST%: 11.7; AST% percentile: 56.0; TO%: 13.5; TO% percentile: 82.0; STL/G: 1.7; BLK/G: 0.8; STL% percentile: 78.0; BLK% percentile: 84.0; STL%: 2.9; FT%: 81.7; FTRate: 21.0; FTRate percentile: 37.0,"""<ul>\n <li>Extremely strong usage guard (26.0% USG) who plays high minutes (31.1 MPG) scoring 17.0 PPG on high 57.7% TS% (91st percentile)</li>\n \n <li>More likely to shoot from the outside (57.2% 3P-R) where she shoots an above average 39.9% 3P%</li>\n \n <li>Average rebounding guard, performing better on the defensive glass with a DRB% 14.1% (66th percentile) compared to ORB% 1.9% (21st percentile)</li>\n \n <li>Average facilitator who assists on 11.7% of the team's field goals while on the court (56th percentile) and turns the ball over on 13.5% of their possessions (82nd percentile)</li>\n \n <li>Strong defensively, averaging 1.7 STL/G</li>\n \n <li>Strong free throw shooter at 81.7% who gets to the line frequently at 21.0% FT-R (37th percentile)</li>\n</ul>"""
59,axUXx5VFQACgNkRGDJVItQ,USG%: 9.0; MPG: 7.9; PPG: 0.9; TS%: 40.8; TS% percentile: 28.0; 3PR: 43.3; 2PR: 56.7; 3P%: 30.8; 3P% percentile: 68.0; DRB%: 9.5; DRB% percentile: 34.0; ORB%: 1.9; ORB% percentile: 20.0; AST%: 10.3; AST% percentile: 48.0; TO%: 29.0; TO% percentile: 16.0; STL/G: 0.3; BLK/G: 0.1; STL% percentile: 43.0; BLK% percentile: 69.0; STL%: 1.8; FT%: 100.0; FTRate: 13.3; FTRate percentile: 21.0,"""<ul>\n <li>Extremely low usage guard (9.0%) who plays extremely low minutes (7.9 MPG) scoring 0.9 PPG on average 40.8% TS% (28th percentile) </li>\n \n <li>More likely to shoot from the inside (56.7% 2P-R) where she shoots a below average 29.4% 2P% </li>\n \n <li>Average rebounding guard, performing better on the defensive glass with a DRB% 9.5% (34th percentile) compared to ORB% 1.9% (20th percentile)</li>\n \n <li>Average facilitator who assists on 10.3% of the team's field goals while on the court (48th percentile) and turns the ball over on 29.0% of their possessions (16th percentile) </li>\n \n <li>Average defensively, averaging 0.3 STL/G</li>\n \n <li>Weak free throw shooter at 100.0% who gets to the line rarely at 13.3% FT-R (21st percentile) </li>\n</ul>"""
